Sno,Album_Name,Album_Price,Artist_Name,CopyRight,Customer_Rating,Genre,Price,Released,Song_Name,Time,Group
5759,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",Album Only,25-Nov-13,Round Here (Behind The Scenes),9:01,Country
5760,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",Album Only,25-Nov-13,Stay (Behind The Scenes),4:23,Country
5761,Here's To the Good Times...This Is How We Roll (Deluxe Version),$9.99 ,Florida Georgia Line,"â„— 2013 Big Machine Label Group, LLC",4.08824,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",Album Only,25-Nov-13,Making of the Album (Behind The Scenes),6:05,Country
5762,Here's to the Good Times,$5.99 ,Florida Georgia Line,"â„— 2012 Big Machine Label Group, LLC",4.35679,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,4-Dec-12,Here's to the Good Times,4:11,Country
5763,Here's to the Good Times,$5.99 ,Florida Georgia Line,"â„— 2012 Big Machine Label Group, LLC",4.35679,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,4-Dec-12,"Dayum, Baby",3:26,Country
5764,Here's to the Good Times,$5.99 ,Florida Georgia Line,"â„— 2012 Big Machine Label Group, LLC",4.35679,"Country,Music,Urban Cowboy,Honky Tonk,Contemporary Country",$1.29 ,4-Dec-12,Party People,3:39,Country
5765,Alabama & Friends,$9.99 ,Jason Aldean,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,Tennessee River,4:22,Country
5766,Alabama & Friends,$9.99 ,Luke Bryan,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,Love In the First Degree,3:23,Country
5767,Alabama & Friends,$9.99 ,Rascal Flatts,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,Old Flame,3:12,Country
5768,Alabama & Friends,$9.99 ,Kenny Chesney,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,Lady Down On Love,3:57,Country
5769,Alabama & Friends,$9.99 ,Eli Young Band,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,The Closer You Get,3:38,Country
5770,Alabama & Friends,$9.99 ,Trisha Yearwood,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,Forever's As Far As I'll Go,3:35,Country
5771,Alabama & Friends,$9.99 ,Toby Keith,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,She and I,3:57,Country
5772,Alabama & Friends,$9.99 ,Florida Georgia Line,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,I'm In a Hurry (And Don't Know Why),2:51,Country
5773,Alabama & Friends,$9.99 ,Alabama,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,That's How I Was Raised,3:40,Country
5774,Alabama & Friends,$9.99 ,Alabama,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,All American,3:13,Country
5775,Alabama & Friends,$9.99 ,Jamey Johnson,"â„— 2013 Show Dog â€“ Universal Music, LLC",4.55362,"Country,Music",$1.29 ,27-Aug-13,My Home's In Alabama,6:37,Country
5776,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Rascal Flatts,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Kickstart My Heart,3:53,Country
5777,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Florida Georgia Line,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,If I Die Tomorrow,3:41,Country
5778,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,LeAnn Rimes,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Smokin' In the Boys Room,4:51,Country
5779,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Justin Moore,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Home Sweet Home (feat. Vince Neil),3:50,Country
5780,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Cassadee Pope,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,The Animal In Me,4:12,Country
5781,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Aaron Lewis,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Afraid,3:51,Country
5782,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Big & Rich,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Same Ol' Situation (S.O.S.),4:22,Country
5783,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Clare Bowen & Sam Palladio,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Without You,3:27,Country
5784,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Eli Young Band,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Don't Go Away Mad (Just Go Away),3:57,Country
5785,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Lauren Jenkins,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Looks That Kill,4:31,Country
5786,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,The Cadillac Three,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Live Wire,4:07,Country
5787,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,The Mavericks,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Dr. Feelgood,5:13,Country
5788,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Brantley Gilbert,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,"Girls, Girls, Girls",4:04,Country
5789,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Gretchen Wilson,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Wild Side,4:40,Country
5790,Nashville Outlaws: A Tribute to MÃ¶tley CrÃ_e,$11.99 ,Darius Rucker,"â„— 2014 Big Machine Records, LLC.",2.83652,"Country,Music",$1.29 ,19-Aug-14,Time for Change,3:31,Country
5791,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,Whatcha Say,3:42,Pop
5792,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,Ridin' Solo,3:35,Pop
5793,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,In My Head,3:18,Pop
5794,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,The Sky's the Limit,3:42,Pop
5795,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,What If,3:22,Pop
5796,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,Love Hangover,3:19,Pop
5797,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,Encore,3:43,Pop
5798,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,Fallen,3:15,Pop
5799,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,Blind,3:35,Pop
5800,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,Queen of Hearts,2:57,Pop
5801,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,Whatcha Say (Acoustic Version),3:42,Pop
5802,Jason Derulo (Deluxe Version),$12.99 ,Jason Derulo,â„— 2010 Warner Bros. Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S.,4.61941,"Pop,Music,R&B/Soul,Rock,Hip-Hop/Rap,Rap,Contemporary R&B,Dance",$1.29 ,26-Feb-10,In My Head (Rhythm Remix),3:18,Pop
5803,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,All Around the World (feat. Ludacris),4:04,Pop
5804,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Boyfriend,2:51,Pop
5805,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,As Long As You Love Me (feat. Big Sean),3:49,Pop
5806,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Catching Feelings,3:54,Pop
5807,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Take You,3:40,Pop
5808,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Right Here (feat. Drake),3:24,Pop
5809,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Fall,4:08,Pop
5810,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Die In Your Arms,3:57,Pop
5811,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Thought of You,3:50,Pop
5812,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Beauty and a Beat (feat. Nicki Minaj),3:47,Pop
5813,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,One Love,3:54,Pop
5814,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Be Alright,3:09,Pop
5815,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Believe,3:40,Pop
5816,Believe,$9.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.24737,"Pop,Music,Dance,Vocal,Teen Pop,Rock",$1.29 ,19-Jun-12,Love Me Like You Do,4:39,Pop
5817,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,Only Thing I Ever Get for Christmas,3:12,Other
5818,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,Mistletoe,3:02,Other
5819,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,The Christmas Song (Chestnuts Roasting On an Open Fire) [feat. Usher],3:35,Other
5820,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,Santa Claus Is Coming to Town,3:36,Other
5821,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,Fa La La (feat. Boyz II Men),3:05,Other
5822,Under the Mistletoe,$9.99 ,Justin Bieber & Mariah Carey,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",Album Only,1-Nov-11,All I Want for Christmas Is You (SuperFestive!) [Duet with Mariah Carey],4:00,Other
5823,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,Drummer Boy (feat. Busta Rhymes),3:45,Other
5824,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,Christmas Eve,3:43,Other
5825,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,All I Want Is You,3:36,Other
5826,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,Home This Christmas (feat. The Band Perry),3:24,Other
5827,Under the Mistletoe,$9.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.43129,"Holiday,Music,Christmas,Pop,Teen Pop,Rock",$1.29 ,1-Nov-11,Silent Night,2:49,Other
5828,Believe (Deluxe Edition),$11.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.13428,"Pop,Music",$1.29 ,19-Jun-12,Die in Your Arms,3:57,Pop
5829,Believe (Deluxe Edition),$11.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.13428,"Pop,Music",$1.29 ,19-Jun-12,Out of Town Girl,3:33,Pop
5830,Believe (Deluxe Edition),$11.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.13428,"Pop,Music",$1.29 ,19-Jun-12,She Don't Like the Lights,3:59,Pop
5831,Believe (Deluxe Edition),$11.99 ,Justin Bieber,â„— 2012 The Island Def Jam Music Group,4.13428,"Pop,Music",$1.29 ,19-Jun-12,Maria,4:07,Pop
5832,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,One Time (Acoustic Version),3:06,Pop
5833,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,Baby (Acoustic Version),3:35,Pop
5834,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,One Less Lonely Girl (Acoustic Version),3:57,Pop
5835,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,Down to Earth (Acoustic Version),4:03,Pop
5836,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,U Smile (Acoustic Version),3:16,Pop
5837,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,Stuck In the Moment (Acoustic Version),3:18,Pop
5838,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,Favorite Girl (Acoustic Version) [Live],5:09,Pop
5839,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,That Should Be Me (Acoustic Version),4:09,Pop
5840,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,Never Say Never (feat. Jaden Smith) [Acoustic Version],3:43,Pop
5841,My Worlds Acoustic,$7.99 ,Justin Bieber,â„— 2011 The Island Def Jam Music Group,4.06503,"Pop,Music,Vocal,R&B/Soul,Contemporary R&B,Rock,Teen Pop",$1.29 ,8-Feb-11,Pray (Acoustic Version),3:32,Pop
5842,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,23-Mar-10,Baby,3:34,Pop
5843,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,23-Mar-10,Somebody to Love,3:40,Pop
5844,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,23-Mar-10,Stuck In the Moment,3:42,Pop
5845,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,23-Mar-10,U Smile,3:16,Pop
5846,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,23-Mar-10,Runaway Love,3:32,Pop
5847,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,23-Mar-10,Never Let You Go,4:24,Pop
5848,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,23-Mar-10,Overboard,4:11,Pop
5849,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber & Sean Kingston,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",Album Only,23-Mar-10,Eenie Meenie,3:22,Pop
5850,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,23-Mar-10,Up,3:54,Pop
5851,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.29 ,23-Mar-10,That Should Be Me,3:52,Pop
5852,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",Album Only,23-Mar-10,Kiss and Tell (Bonus Track),3:46,Pop
5853,My World 2.0 (Bonus Track Version),$9.99 ,Justin Bieber,â„— 2010 The Island Def Jam Music Group,3.45372,"Pop,Music,Teen Pop,Rock,Dance,R&B/Soul,Contemporary R&B",$1.99 ,23-Mar-10,Baby (Bonus Video),3:39,Pop
5854,Kiss,$5.99 ,Carly Rae Jepsen,â„— 2012 School Boy/Interscope Records,4.19664,"Pop,Music,Rock,Vocal,Dance,Teen Pop,World",$1.29 ,18-Sep-12,Tiny Little Bows,3:21,Pop
